===============
0; 2.5; 2.5; 0
1; 3.39096; 2.95408; 1
2; 4.14137; 3.61505; 2
3; 4.84471; 4.3259; 3
4; 4.92146; 5.32295; 4
5; 5.35044; 6.22627; 5
6; 5.60472; 7.1934; 6
7; 5.63411; 8.19297; 7
8; 5.64968; 9.19285; 8
9; 6.45482; 9.78593; 9
10; 7.44571; 9.92062; 10
11; 8.04795; 10.7189; 11
12; 8.5137; 11.6038; 12
13; 9.31167; 12.2065; 13
14; 10.1838; 12.6957; 14
15; 11.0882; 13.1224; 15
16; 12.004; 13.5242; 16
17; 12.0187; 14.5241; 16.7153
18; 12.8636; 15.059; 18
19; 5.78697; 3.99102; 4
20; 8.76627; 13.0447; 13.4628
21; 13.3503; 15.9326; 19
22; 14.1234; 16.5669; 20
23; 14.2687; 17.5563; 21
24; 13.7436; 18.4073; 22
25; 15.2574; 17.7061; 22
26; 16.1006; 18.2438; 23
27; 16.8447; 18.9118; 24
28; 17.7079; 18.4069; 24.799
29; 18.5207; 18.9896; 26
30; 16.734; 19.9056; 25
31; 12.8254; 12.9538; 17
32; 19.5181; 19.0604; 27
33; 20.4595; 18.7231; 28
34; 21.4552; 18.8165; 29
35; 21.8158; 19.7492; 30
36; 16.7123; 20.9054; 26
37; 21.9714; 20.737; 31
38; 22.8583; 21.1989; 32
39; 23.2637; 22.113; 33
40; 22.3473; 18.3647; 30
41; 24.1339; 22.6058; 34
42; 25.1029; 22.3588; 35
43; 26.09; 22.5187; 36
44; 26.8386; 23.1818; 37
45; 23.8532; 23.5656; 35
46; 16.0907; 21.6887; 27
47; 23.7985; 24.5641; 36
48; 27.7769; 22.836; 37.7431
49; 28.6306; 23.3568; 39
50; 23.4954; 25.517; 37
51; 29.5085; 23.8355; 40
52; 30.4883; 24.0356; 41
53; 31.1879; 24.7501; 42
54; 31.6115; 25.6559; 43
55; 32.2474; 26.4277; 44
56; 33.1611; 26.0214; 44.4889
57; 32.6566; 27.3401; 45
58; 32.631; 28.3398; 46
59; 32.5347; 29.3352; 47
60; 33.2032; 30.0788; 47.8439
61; 33.1049; 31.074; 49
62; 33.9899; 25.4619; 44.8945
63; 33.8599; 31.7297; 49.9083
64; 34.9627; 25.2303; 47
65; 34.4838; 32.5112; 51
66; 23.0429; 26.4088; 38
67; 35.1477; 24.2476; 48
68; 36.1365; 24.3972; 48.4394
69; 35.1551; 33.2524; 52
70; 22.6784; 27.34; 39
71; 13.3545; 12.1053; 18
72; 35.6044; 34.1458; 53
73; 35.5126; 35.1416; 54
74; 22.5481; 17.3851; 31
75; 36.3532; 35.6833; 55
76; 37.0018; 36.4445; 56
77; 37.811; 35.857; 56.4682
78; 38.5655; 36.5134; 57.4682
79; 6.676; 3.53316; 5
80; 39.3264; 37.1623; 58.4682
81; 21.9736; 28.0493; 40
82; 36.1626; 23.3975; 49.3239
83; 36.4488; 37.2777; 57
84; 36.4571; 38.2776; 58
85; 37.071; 22.9794; 50.3239
86; 27.8208; 21.837; 38.024
87; 39.6416; 38.1113; 59.4682
88; 40.3009; 38.8632; 60.4682
89; 7.61002; 3.17595; 6
90; 21.4926; 28.9261; 41
91; 21.0358; 29.8156; 42
92; 40.9641; 39.6116; 61.4682
93; 36.9478; 21.987; 51.3239
94; 37.8998; 21.6809; 52.3239
95; 20.5085; 30.6654; 43
96; 20.3017; 31.6437; 44
97; 41.845; 39.1383; 62.4682
98; 37.807; 20.6853; 53.3239
99; 42.457; 39.9292; 63.4682
100; 43.4222; 40.1906; 64.4682
101; 38.7538; 20.3635; 54.3239
102; 43.517; 41.1861; 65.4682
103; 36.7082; 25.2176; 49.4394
104; 39.7234; 20.1187; 55.3239
105; 44.4875; 41.427; 66.4682
106; 21.2043; 20.0954; 30.3033
107; 8.02639; 13.7175; 14.4628
108; 20.177; 32.6359; 45
109; 45.2442; 42.0808; 67.4682
110; 46.0347; 42.6932; 68.4682
111; 40.637; 19.7122; 56.3239
112; 41.4334; 19.1073; 57.3239
113; 46.4136; 43.6187; 69.4682
114; 46.6587; 44.5882; 70.4682
115; 42.3679; 18.7514; 58.3239
116; 46.0499; 45.3815; 71.4682
117; 45.5246; 46.2324; 72.4682
118; 19.9191; 33.6021; 46
119; 17.618; 21.3294; 27
120; 43.2073; 18.2079; 59.3239
121; 45.3807; 47.222; 73.4682
122; 22.7473; 16.4051; 32
123; 19.2712; 34.3638; 47
124; 43.325; 17.2149; 60.3239
125; 18.8109; 35.2516; 48
126; 44.8166; 48.0477; 74.4682
127; 45.6408; 48.614; 74.8843
128; 45.3417; 49.5683; 75.8843
129; 45.0651; 50.5292; 76.8843
130; 44.3332; 51.2107; 77.8843
131; 44.125; 52.1888; 78.8843
132; 18.7188; 36.2473; 49
133; 15.1893; 22.1218; 28
134; 47.6586; 44.6034; 71.4682
135; 21.8934; 30.3299; 42.4599
136; 39.3161; 19.2054; 55.6112
137; 34.8433; 35.8845; 55
138; 44.9554; 52.7458; 79.8843
139; 23.6507; 15.9764; 33
140; 48.6585; 44.6193; 72.4682
141; 22.1958; 15.571; 33
142; 42.9261; 19.5812; 59.3239
143; 18.2771; 37.1445; 50
144; 39.0245; 38.8982; 59.9856
145; 39.8549; 36.3133; 58.773
146; 43.4622; 52.9376; 79.8843
147; 49.4772; 44.0451; 73.4682
148; 32.6117; 25.1859; 43.4889
149; 50.4062; 44.4151; 74.4682
150; 51.3494; 44.7473; 75.4682
151; 7.44413; 14.5305; 15.4628
152; 52.2842; 44.3921; 76.4682
153; 53.1163; 43.8374; 77.4328
154; 44.2474; 16.8287; 61.3239
155; 18.1035; 38.1293; 51
156; 53.8301; 44.5378; 78.4682
157; 45.0708; 53.7392; 80.8843
158; 20.9032; 33.7796; 46.3548
159; 54.8267; 44.4562; 79.4682
160; 33.0458; 29.2497; 47
161; 45.4807; 54.6513; 81.8843
162; 55.783; 44.1638; 80.4682
163; 45.6373; 55.639; 82.8843
164; 17.869; 34.9158; 49
165; 45.088; 16.287; 62.3239
166; 45.8656; 56.6126; 83.8843
167; 56.6812; 44.6035; 81.4682
168; 39.0439; 18.2432; 56.6112
169; 46.0743; 16.1223; 63.3239
170; 53.2602; 42.8478; 78.4682
171; 57.3633; 45.3347; 82.4682
172; 58.2702; 45.7561; 83.4682
173; 46.0445; 57.5964; 84.8843
174; 42.4651; 53.013; 80.8843
175; 33.8956; 36.2038; 56
176; 46.7639; 58.291; 85.8843
177; 47.046; 16.3583; 64.3239
178; 24.6488; 15.9145; 34
179; 22.7472; 30.8506; 43.4599
180; 47.7636; 15.6619; 65.1384
181; 48.7632; 15.6889; 66.3239
182; 18.3059; 39.1086; 52
183; 24.6777; 14.9149; 34.477
184; 6.47875; 14.7913; 16.4628
185; 47.3854; 59.0744; 86.8843
186; 18.3467; 40.1078; 53
187; 21.8728; 16.5174; 31.3557
188; 47.2175; 60.0602; 87.8843
189; 46.5738; 60.8255; 88.8843
190; 59.2542; 45.9341; 84.4682
191; 17.1803; 34.1908; 49.2092
192; 59.7103; 46.8241; 85.4682
193; 46.7931; 61.8012; 89.8843
194; 60.4834; 47.4583; 86.4682
195; 46.3191; 62.6817; 90.8843
196; 49.6359; 16.1772; 67.3239
197; 46.2308; 63.6778; 91.8843
198; 61.0432; 48.2869; 87.4682
199; 60.0525; 45.3319; 85.4682
200; 16.1838; 34.2745; 51
201; 61.9397; 48.73; 88.4682
202; 45.3461; 64.1438; 92.8843
203; 62.9107; 48.9693; 89.4682
204; 18.0382; 41.059; 54
205; 18.174; 42.0498; 55
206; 44.6533; 64.865; 93.8843
207; 17.2302; 42.3805; 56
208; 63.7306; 48.3968; 90.4682
209; 7.20363; 11.2548; 11.356
210; 50.2884; 15.4195; 68.3239
211; 64.2843; 47.5641; 91.4682
212; 23.9816; 16.9201; 33.3374
213; 43.8805; 65.4996; 94.8843
214; 16.1042; 33.2777; 51.4113
215; 16.4513; 43.0076; 56.9174
216; 47.1926; 63.9516; 92.8843
217; 54.027; 42.206; 79.4682
218; 64.7272; 46.6676; 92.4682
219; 63.2169; 49.9213; 90.4682
220; 28.6719; 21.312; 40
221; 16.222; 43.981; 57.9349
222; 42.8888; 65.6278; 95.8843
223; 32.0136; 30.1886; 47.9901
224; 48.1739; 64.1443; 93.8843
225; 51.246; 15.1312; 69.3239
226; 48.9756; 64.742; 94.8843
227; 51.6033; 14.1972; 70.3239
228; 42.8515; 66.6271; 96.8843
229; 15.6343; 44.7901; 59
230; 8.56919; 2.8931; 7
231; 63.9297; 50.6225; 91.4682
232; 52.596; 14.0773; 71.3239
233; 53.5903; 13.9703; 72.3239
234; 45.859; 41.2921; 67.8462
235; 41.5903; 52.5284; 81.5265
236; 15.3488; 45.7484; 60
237; 49.798; 65.3109; 95.8843
238; 41.9046; 66.9487; 97.8843
239; 41.0834; 67.5193; 98.8843
240; 54.5849; 13.8669; 73.3239
241; 43.1374; 20.5586; 60.3239
242; 65.7111; 46.8462; 93.4682
243; 24.664; 13.915; 35.477
244; 55.5816; 13.7846; 74.3239
245; 64.5331; 51.4201; 92.4682
246; 11.1185; 14.9596; 16.3018
247; 14.804; 46.587; 61
248; 40.4214; 68.2687; 99.8843
249; 32.9014; 36.0961; 57
250; 50.353; 66.1427; 96.8843
251; 24.1774; 13.0414; 36.2784
252; 51.1989; 66.6761; 97.8843
253; 41.1403; 51.6354; 82.8843
254; 13.8368; 46.3332; 62
255; 15.0211; 47.5632; 62
256; 14.0248; 11.3632; 19
257; 29.0145; 24.705; 40.4019
258; 3.93933; 5.51113; 4.49147
259; 37.5861; 25.6964; 50.4394
260; 56.3255; 14.4529; 75.2287
261; 66.228; 45.9902; 94.4682
262; 56.952; 15.2324; 76.3239
263; 57.9423; 15.3708; 77.3239
264; 14.7269; 48.5189; 63
265; 51.0757; 67.6685; 98.8843
266; 58.7763; 15.9227; 78.3239
267; 52.0369; 67.9444; 99.7162
268; 59.731; 15.6253; 79.3239
269; 15.6207; 48.9673; 64
270; 67.1916; 45.7226; 95.4682
271; 36.8871; 20.2931; 54.3239
272; 21.9558; 14.6002; 34
273; 60.609; 15.1465; 80.3239
274; 68.1863; 45.6201; 96.4682
275; 15.2549; 49.898; 64.4767
276; 60.7222; 14.153; 81.3239
277; 51.9686; 68.942; 100.884
278; 51.3482; 69.7263; 101.884
279; 52.8059; 69.4887; 101.884
280; 9.76574; 13.0123; 13.9249
281; 40.1993; 51.2969; 83.8843
282; 64.8028; 52.383; 93.4682
283; 15.4962; 42.7113; 58
284; 53.4103; 41.4188; 79.905
285; 31.0592; 29.8902; 48.4047
286; 14.9122; 50.8374; 65.4767
287; 53.7139; 69.9076; 102.884
288; 54.3851; 70.6489; 103.884
289; 14.4151; 51.7052; 66.4767
290; 39.7706; 69.028; 100.884
291; 68.7332; 46.4573; 97.4682
292; 69.0199; 45.0678; 97.4682
293; 69.2807; 44.1024; 98.4682
294; 69.6597; 46.8337; 98.4682
295; 39.2016; 51.3638; 84.8843
296; 42.4049; 38.3097; 63.4682
297; 61.332; 15.8374; 81.3239
298; 14.211; 22.3291; 29
299; 32.3257; 36.9138; 58
300; 39.0012; 69.6667; 101.884
301; 62.2736; 15.5007; 82.3239
302; 65.7306; 52.756; 94.4682
303; 44.7152; 56.026; 83.8843
304; 54.057; 71.5935; 104.451
305; 63.2345; 15.7777; 83.3239
306; 18.8098; 42.8216; 56
307; 64.1859; 16.0857; 84.3239
308; 54.9933; 71.9445; 105.316
309; 70.1218; 43.5616; 99.4682
310; 65.1737; 15.9301; 85.3239
311; 10.5115; 13.9393; 15.1147
312; 46.611; 55.4114; 83.2464
313; 22.6259; 25.023; 37.2592
314; 66.1654; 16.0589; 86.3239
315; 66.9442; 15.4317; 87.3239
316; 55.7925; 72.5457; 106.316
317; 38.3876; 70.4564; 102.884
318; 14.2529; 52.6919; 67.4767
319; 66.3558; 53.5365; 95.4682
320; 23.3323; 18.5377; 31
321; 67.0655; 54.2411; 96.4682
322; 56.7526; 72.8252; 107.316
323; 13.253; 52.7028; 68.4767
324; 57.3203; 73.6484; 108.316
325; 56.9968; 74.5947; 109.316
326; 67.9355; 15.5637; 88.3239
327; 19.5089; 30.6385; 44
328; 37.4297; 70.7437; 103.884
329; 13.2051; 53.7017; 68.9319
330; 68.4421; 14.7016; 89.3239
331; 70.8864; 42.9171; 100.468
332; 71.8863; 42.9332; 101.468
333; 39.2809; 17.2717; 57.6112
334; 68.7968; 13.7666; 90.3239
335; 17.8105; 42.7839; 55.8191
336; 37.4332; 71.7437; 104.884
337; 38.8936; 16.3497; 58.6112
338; 69.5671; 13.1289; 91.3239
339; 37.4805; 72.7426; 105.884
340; 57.8879; 75.0484; 110.316
341; 68.0218; 54.5334; 97.4682
342; 70.4649; 13.5694; 92.3239
343; 51.4623; 45.7409; 76.4682
344; 70.8277; 41.9188; 101.468
345; 15.112; 33.153; 52.4113
346; 39.4834; 15.5421; 59.6112
347; 68.8035; 55.157; 98.4682
348; 12.744; 54.589; 69.9319
349; 14.4337; 32.4182; 53.4113
350; 70.9969; 14.4161; 93.3239
351; 46.5617; 40.5806; 68.8462
352; 36.4361; 71.8198; 105.349
353; 55.622; 12.7855; 74.8223
354; 35.4373; 71.8701; 106.349
355; 19.3341; 39.9501; 53.3287
356; 69.6592; 55.6745; 99.4682
357; 42.8289; 16.3466; 61.3239
358; 48.211; 60.1748; 88.2599
359; 53.0605; 71.6778; 104.101
360; 57.9762; 72.8936; 108.541
361; 34.4547; 72.056; 107.349
362; 14.5384; 10.5052; 20
363; 71.7892; 15.0263; 94.3239
364; 37.8384; 73.6763; 106.884
365; 29.4692; 20.7083; 41
366; 72.5212; 14.345; 95.3239
367; 37.8845; 74.6752; 107.884
368; 58.5401; 75.8065; 111.316
369; 56.2838; 12.0357; 75.8223
370; 70.4181; 56.3257; 100.468
371; 11.9252; 55.163; 70.9319
372; 72.7888; 42.5026; 102.468
373; 71.1817; 56.9714; 101.468
374; 52.234; 72.2407; 106.884
375; 73.4242; 14.7745; 96.3239
376; 15.2282; 34.5692; 52
377; 23.6722; 27.4512; 38.9984
378; 33.715; 72.7288; 108.349
379; 12.8368; 46.3387; 63
380; 50.1255; 17.0492; 68.3239
381; 10.9256; 55.1938; 71.9319
382; 72.1813; 56.9409; 102.468
383; 33.0109; 73.439; 109.349
384; 54.1749; 69.0201; 101.81
385; 72.9819; 57.5401; 103.468
386; 40.5581; 40.5254; 62.4682
387; 5.47948; 14.753; 17.4628
388; 73.7893; 58.13; 104.468
389; 11.8482; 46.1881; 64
390; 46.8132; 39.6128; 69.8462
391; 47.6645; 39.088; 70.8462
392; 10.8455; 56.1906; 72.4224
393; 74.7535; 57.8648; 105.468
394; 10.9911; 57.1799; 73.4224
395; 75.3183; 58.69; 106.468
396; 19.4813; 29.6389; 44.4522
397; 76.2073; 59.148; 107.468
398; 38.2071; 51.4689; 85.8843
399; 37.8115; 75.6726; 108.884
400; 75.0734; 56.9173; 106.468
401; 18.1444; 33.9253; 48.2092
402; 77.152; 58.8202; 108.468
403; 40.6292; 52.8044; 82.8843
404; 32.0463; 73.7025; 110.349
405; 31.2828; 74.3484; 111.349
406; 69.312; 12.162; 92.3239
407; 73.7228; 42.1453; 103.468
408; 58.967; 72.7583; 109.541
409; 66.1822; 47.7283; 94.4682
410; 74.2352; 15.3596; 97.3239
411; 30.4924; 74.9609; 112.349
412; 70.5542; 40.9569; 102.468
413; 51.7747; 73.129; 107.884
414; 22.9066; 14.2905; 34.4646
415; 59.4412; 76.2401; 112.316
416; 60.2726; 76.7958; 113.316
417; 74.7211; 42.2044; 104.468
418; 32.5004; 24.1921; 43.4262
419; 59.7819; 77.6671; 113.783
420; 58.2131; 16.749; 78.7284
421; 77.7473; 59.6238; 109.468
422; 61.26; 76.6373; 114.316
423; 78.7168; 59.8687; 110.468
424; 23.4928; 31.517; 44.4599
425; 75.6479; 42.5799; 105.468
426; 54.1294; 40.724; 80.905
427; 9.92254; 56.5754; 73.4224
428; 48.4928; 63.1965; 94.8843
429; 37.7471; 50.581; 86.8843
430; 29.9502; 75.8012; 113.349
431; 61.8335; 77.4566; 115.316
432; 74.7925; 16.1899; 98.3239
433; 62.2593; 78.3614; 116.316
434; 14.6864; 42.1245; 59
435; 60.9845; 44.9694; 86.4682
436; 4.53879; 14.4137; 18.4628
437; 37.9063; 76.6681; 109.884
438; 77.4664; 60.5835; 110.468
439; 77.8864; 61.491; 111.468
440; 79.4163; 59.154; 111.468
441; 31.4066; 72.9338; 111.349
442; 29.7268; 76.7759; 114.349
443; 80.0202; 58.3569; 112.468
444; 68.7819; 11.3141; 93.3239
445; 28.7638; 77.0455; 115.349
446; 27.8477; 76.6444; 116.349
447; 3.73686; 13.8163; 19.4628
448; 10.733; 58.1461; 74.4224
449; 57.4254; 14.3515; 76.4285
450; 13.611; 55.0874; 70.3759
451; 51.5197; 13.2007; 71.3239
452; 62.9586; 79.0762; 117.316
453; 80.4807; 57.4692; 113.468
454; 38.2531; 77.606; 110.884
455; 26.871; 76.8589; 117.349
456; 26.0722; 77.4605; 118.349
457; 10.0275; 58.8548; 75.4224
458; 75.0747; 14.8163; 98.3239
459; 61.7236; 75.7513; 115.316
460; 57.657; 17.5801; 79.7284
461; 56.3665; 75.371; 110.316
